tid,id,beer-name,style,ounces,abv,ibu,brewery_id,brewery-name,city,state
366,81,Hazed & Infused (2010),American Pale Ale (APA),12.0 oz.,0.049,35.0,417,Boulder Beer Company,Boulder,CO
367,2596,Heavy Lifting,American IPA,12.0 oz.,0.062,80.0,31,Boulevard Brewing Company,Kansas City,MO
368,2300,1492,American Pale Ale (APA),12.0 oz.,0.065,N/A,167,Boxcar Brewing Company,West Chester,PA
37,10,Brew Free! or Die IPA,American IPA,12.0 oz.,0.07,65.0,368,21st Amendment Brewery,San Francisco,CA
374,1288,Bozone Hefe Weizen,Hefeweizen,12.0 oz.,0.06,25.0,219,Bozeman Brewing Company,Bozeman,MT
378,1522,Agave Wheat,American Pale Wheat Ale,12.0 oz.,0.042,9.0,391,Breckenridge Brewery,Denver,CO
38,9,Hell or High Watermelon Wheat,Fruit / Vegetable Beer,12.0 oz.,0.049,17.0,368,21st Amendment Brewery,San Francisco,CA
382,1802,"You're My Boy, Blue",Fruit / Vegetable Beer,12.0 oz.,0.05,N/A,308,Brew Bus Brewing,Tampa,FL
383,1801,Last Stop IPA,American IPA,12.0 oz.,0.07200000000000001,60.0,308,Brew Bus Brewing,Tampa,FL
389,2636,Star Runner,Belgian Pale Ale,16.0 oz.,0.06,N/A,10,Brewery Vivant,Grand Rapids,MI
392,2548,Beasts A'Burnin',Rauchbier,16.0 oz.,0.07,N/A,10,Brewery Vivant,Grand Rapids,MI
394,2541,Barrel Aged Triomphe,Belgian IPA,16.0 oz.,0.065,N/A,10,Brewery Vivant,Grand Rapids,MI
397,2499,Beach Patrol,Witbier,16.0 oz.,0.065,N/A,10,Brewery Vivant,Grand Rapids,MI
40,2518,Beach Blonde,American Blonde Ale,12.0 oz.,0.05,N/A,67,3 Daughters Brewing,St Petersburg,FL
400,2476,The Grand Army,Belgian IPA,16.0 oz.,0.055,N/A,10,Brewery Vivant,Grand Rapids,MI
405,2418,Dubbelicious,Dubbel,16.0 oz.,0.065,N/A,10,Brewery Vivant,Grand Rapids,MI
407,2382,Fat Paczki,Belgian Dark Ale,16.0 oz.,,N/A,10,Brewery Vivant,Grand Rapids,MI
41,2517,Rod Bender Red,American Amber / Red Ale,12.0 oz.,0.059000000000000004,N/A,67,3 Daughters Brewing,St Petersburg,FL
413,2101,Smoky Wheat,Rauchbier,16.0 oz.,0.051,N/A,10,Brewery Vivant,Grand Rapids,MI
414,2092,BRIPA,Belgian IPA,16.0 oz.,0.062,N/A,10,Brewery Vivant,Grand Rapids,MI
415,2091,Mela,Belgian Dark Ale,16.0 oz.,0.062,N/A,10,Brewery Vivant,Grand Rapids,MI
416,2086,W.I.P.A Snappa,Belgian IPA,16.0 oz.,0.053,N/A,10,Brewery Vivant,Grand Rapids,MI
417,2023,Pepper in the Rye,Rye Beer,16.0 oz.,0.063,N/A,10,Brewery Vivant,Grand Rapids,MI
434,1178,Vivant Tripel,Tripel,16.0 oz.,0.08199999999999999,N/A,10,Brewery Vivant,Grand Rapids,MI
442,677,Big Red Coq (2012),American Amber / Red Ale,16.0 oz.,0.062,N/A,10,Brewery Vivant,Grand Rapids,MI
443,671,Zaison (2012),Saison / Farmhouse Ale,16.0 oz.,0.09,N/A,10,Brewery Vivant,Grand Rapids,MI
45,2288,Reprise Centennial Red,American Amber / Red Ale,12.0 oz.,0.06,N/A,60,4 Hands Brewing Company,Saint Louis,MO
450,1096,Tampa Pale Ale,American Pale Ale (APA),12.0 oz.,,N/A,467,Brindle Dog Brewing Company,Tampa Bay,FL
453,921,Northern Lights Amber Ale,American Amber / Red Ale,12.0 oz.,0.05,15.0,493,Broken Tooth Brewing Company,Anchorage,AK
456,648,Fairweather IPA,American IPA,12.0 oz.,0.061,64.0,493,Broken Tooth Brewing Company,Anchorage,AK
459,566,East India Pale Ale,English India Pale Ale (IPA),12.0 oz.,0.068,47.0,437,Brooklyn Brewery,Brooklyn,NY
465,383,Black Adder IBA (Current),American Black Ale,16.0 oz.,0.073,85.0,530,Buckbean Brewing Company,Reno,NV
469,26,Black Noddy Lager (Current),Schwarzbier,16.0 oz.,0.052000000000000005,40.0,530,Buckbean Brewing Company,Reno,NV
477,2606,Mr. Tea,Fruit / Vegetable Beer,24.0 oz.,0.078,N/A,24,Burn 'Em Brewing,Michigan City,IN
48,2285,Resurrected,American IPA,12.0 oz.,0.065,N/A,60,4 Hands Brewing Company,Saint Louis,MO
480,2470,Kreamed Corn,Cream Ale,12.0 oz.,0.06,N/A,24,Burn 'Em Brewing,Michigan City,IN
481,2464,Coconoats,American Pale Wheat Ale,16.0 oz.,0.065,N/A,24,Burn 'Em Brewing,Michigan City,IN
489,51,Snapperhead IPA,American IPA,12.0 oz.,0.068,N/A,556,Butternuts Beer and Ale,Garrattsville,NY
49,1870,Contact High,American Pale Wheat Ale,12.0 oz.,0.05,28.0,60,4 Hands Brewing Company,Saint Louis,MO
494,2655,Dead Arm,American Pale Ale (APA),12.0 oz.,0.06,N/A,5,COAST Brewing Company,Charleston,SC
495,2654,32°/50° Kölsch,Kölsch,16.0 oz.,0.048,N/A,5,COAST Brewing Company,Charleston,SC
496,2653,HopArt,American IPA,16.0 oz.,0.077,N/A,5,COAST Brewing Company,Charleston,SC
497,2652,Boy King,American Double / Imperial IPA,16.0 oz.,0.09699999999999999,N/A,5,COAST Brewing Company,Charleston,SC
513,789,Caldera Pale Ale (2005),American Pale Ale (APA),12.0 oz.,0.055999999999999994,55.0,155,Caldera Brewing Company,Ashland,OR
515,38,Caldera Pale Ale (2011),American Pale Ale (APA),12.0 oz.,0.055999999999999994,55.0,155,Caldera Brewing Company,Ashland,OR
52,2220,Barn Yeti,Belgian Strong Dark Ale,16.0 oz.,0.09,N/A,27,450 North Brewing Company,Columbus,IN
523,867,THP Dark (2006),English Dark Mild Ale,12.0 oz.,,N/A,497,Cans Bar and Canteen,Charlotte,NC
524,2068,Imperial Pumpkin Stout,Pumpkin Ale,16.0 oz.,0.099,43.0,230,Cape Ann Brewing Company,Gloucester,MA
525,2067,Dead-Eye DIPA,American Double / Imperial IPA,16.0 oz.,0.09,130.0,230,Cape Ann Brewing Company,Gloucester,MA
527,2065,Fisherman's Pils,German Pilsener,12.0 oz.,0.054000000000000006,35.0,230,Cape Ann Brewing Company,Gloucester,MA
529,1928,Cape Cod Red,American Amber / Red Ale,16.0 oz.,0.055,35.0,267,Cape Cod Beer,Hyannis,MA
53,2219,Scarecrow,American IPA,16.0 oz.,0.069,65.0,27,450 North Brewing Company,Columbus,IN
536,1177,Mutiny IPA,American IPA,12.0 oz.,0.062,70.0,192,Capital Brewery,Middleton,WI
547,427,Sky Blue Golden Ale,Kölsch,12.0 oz.,0.051,N/A,179,Carolina Brewery,Pittsboro,NC
548,2094,Epitome,American Black Ale,16.0 oz.,0.099,100.0,222,Carton Brewing Company,Atlantic Highlands,NJ
551,1439,Boat Beer,American IPA,12.0 oz.,0.042,35.0,222,Carton Brewing Company,Atlantic Highlands,NJ
552,1465,Granny Smith Hard Apple Cider,Cider,16.0 oz.,0.069,N/A,404,Cascadia Ciderworks United,Portland,OR
556,1742,White Zombie Ale,Witbier,12.0 oz.,0.047,N/A,331,Catawba Brewing Company,Morganton,NC
559,507,Firewater India Pale Ale,American IPA,12.0 oz.,0.052000000000000005,N/A,331,Catawba Brewing Company,Morganton,NC
560,480,Farmer Ted's Farmhouse Cream Ale,Cream Ale,12.0 oz.,0.055999999999999994,N/A,331,Catawba Brewing Company,Morganton,NC
565,2600,Gone A-Rye,American Double / Imperial IPA,16.0 oz.,0.085,90.0,29,Cedar Creek Brewery,Seven Points,TX
570,1050,The Lawn Ranger,Cream Ale,16.0 oz.,0.05,18.0,29,Cedar Creek Brewery,Seven Points,TX
579,1647,Terrace Hill Double IPA,American Double / Imperial IPA,16.0 oz.,0.095,99.0,350,Central Coast Brewing Company,San Luis Obispo,CA
587,2017,Pail Ale,American Pale Ale (APA),16.0 oz.,0.055,30.0,250,Chapman's Brewing,Angola,IN
594,2440,Bay of Bengal Double IPA (2014),American Double / Imperial IPA,12.0 oz.,0.08900000000000001,126.0,99,Christian Moerlein Brewing Company,Cincinnati,OH
596,1342,First Press,Cider,12.0 oz.,0.05,N/A,425,Ciderboys,Stevens Point,WI
598,2349,Cubano Espresso,Bock,12.0 oz.,0.055,25.0,141,Cigar City Brewing Company,Tampa,FL
60,47,Ballz Deep Double IPA,American Double / Imperial IPA,16.0 oz.,0.084,82.0,481,7 Seas Brewing Company,Gig Harbor,WA
600,2013,Wandering Pelican,American Black Ale,12.0 oz.,0.08199999999999999,65.0,141,Cigar City Brewing Company,Tampa,FL
602,2011,Oktoberfest,Märzen / Oktoberfest,12.0 oz.,0.055,N/A,141,Cigar City Brewing Company,Tampa,FL
603,2010,Puppy's Breath Porter,American Porter,12.0 oz.,0.06,N/A,141,Cigar City Brewing Company,Tampa,FL
61,1583,Wolfman's Berliner,Berliner Weissbier,12.0 oz.,0.038,N/A,373,7venth Sun,Dunedin,FL
610,1692,Hopped on the High Seas (Ahtanum),American IPA,12.0 oz.,0.07,60.0,141,Cigar City Brewing Company,Tampa,FL
611,1369,Gwar Beer,American Pale Ale (APA),12.0 oz.,0.055,N/A,141,Cigar City Brewing Company,Tampa,FL
623,2338,Shark Tracker Light lager,Light Lager,12.0 oz.,0.048,N/A,145,Cisco Brewers,Nantucket,MA
625,1094,Grey Lady,Witbier,12.0 oz.,0.045,N/A,145,Cisco Brewers,Nantucket,MA
630,1772,Jacaranada Rye IPA,American IPA,16.0 oz.,0.067,60.0,320,Claremont Craft Ales,Claremont,CA
637,751,Hurricane Amber Ale (2004),American Amber / Red Ale,12.0 oz.,0.052000000000000005,24.0,101,Coastal Extreme Brewing Company,Newport,RI
64,516,Jockamo IPA,American IPA,12.0 oz.,0.065,52.0,533,Abita Brewing Company,Abita Springs,LA
643,2351,Behemoth,American Pilsner,12.0 oz.,0.05,N/A,139,Core Brewing & Distilling Company,Springdale,AR
651,556,Eclipse Black IPA,American Black Ale,16.0 oz.,0.077,71.0,515,Crabtree Brewing Company,Greeley,CO
655,1163,WinterWonderGrass Festival Ale,American Amber / Red Ale,12.0 oz.,,N/A,63,Crazy Mountain Brewing Company,Edwards,CO
657,685,Lava Lake Wit,Witbier,12.0 oz.,0.052000000000000005,15.0,63,Crazy Mountain Brewing Company,Edwards,CO
66,514,Abita Amber,American Amber / Red Lager,12.0 oz.,0.045,17.0,533,Abita Brewing Company,Abita Springs,LA
660,2029,Tropicalia,American IPA,12.0 oz.,0.065,65.0,247,Creature Comforts,Athens,GA
671,271,11th Hour IPA,American IPA,12.0 oz.,0.06,N/A,212,Crow Peak Brewing Company,Spearfish,SD
675,1788,Monon Wheat,Witbier,16.0 oz.,0.054000000000000006,N/A,315,Cutters Brewing Company,Avon,IN
677,1786,Half Court IPA,American IPA,16.0 oz.,0.063,N/A,315,Cutters Brewing Company,Avon,IN
683,1092,Penn Quarter Porter,American Porter,12.0 oz.,0.055,N/A,227,DC Brau Brewing Company,Washington,DC
684,851,On the Wings of Armageddon,American Double / Imperial IPA,12.0 oz.,0.092,115.0,227,DC Brau Brewing Company,Washington,DC
691,110,BrewFarm Select Golden Lager,American Pale Lager,12.0 oz.,0.055,N/A,554,Dave's Brewfarm,Wilson,WI
699,1203,Double Brown Stout,Baltic Porter,12.0 oz.,0.07,N/A,127,Deep Ellum Brewing Company,Dallas,TX
701,1161,Rye Pils Session Lager,German Pilsener,12.0 oz.,0.046,N/A,127,Deep Ellum Brewing Company,Dallas,TX
707,1159,Mother Ale,American Blonde Ale,12.0 oz.,0.055999999999999994,46.0,453,Denali Brewing Company,Talkeetna,AK
718,1888,Hoperation Overload,American Double / Imperial IPA,12.0 oz.,0.096,85.0,57,Destihl Brewery,Bloomington,IL
72,2683,A Beer,American Pale Ale (APA),16.0 oz.,0.042,42.0,1,Against the Grain Brewery,Louisville,KY
730,450,Dolores River ESB,Extra Special / Strong Bitter (ESB),16.0 oz.,,N/A,531,Dolores River Brewery,Dolores,CO
746,1014,Pumpkin Patch Ale (2012),Pumpkin Ale,16.0 oz.,0.05,N/A,369,Eddyline Brewery & Restaurant,Buena Vista,CO
757,2003,Escape to Colorado,American IPA,12.0 oz.,0.062,N/A,81,Epic Brewing,Denver,CO
759,1504,Country Boy IPA,American IPA,12.0 oz.,0.062,80.0,170,Everybody's Brewing,White Salmon,WA
76,2679,Bloody Show,American Pilsner,16.0 oz.,0.055,17.0,1,Against the Grain Brewery,Louisville,KY
762,2431,Bobblehead,American Pale Wheat Ale,16.0 oz.,0.051,N/A,26,Evil Czech Brewery,Mishawaka,IN
763,2430,Lucky Dog,American Pale Ale (APA),16.0 oz.,0.052000000000000005,N/A,26,Evil Czech Brewery,Mishawaka,IN
767,2248,Molotov Lite,American Double / Imperial IPA,16.0 oz.,0.085,N/A,173,Evil Twin Brewing,Brooklyn,NY
768,1287,Hipster Ale (Two Roads Brewing),American Pale Ale (APA),12.0 oz.,0.055,N/A,173,Evil Twin Brewing,Brooklyn,NY
771,1722,Iron Horse Pale Ale,American Pale Ale (APA),12.0 oz.,0.05,32.0,335,Fargo Brewing Company,Fargo,ND
772,1435,Stone's Throw IPA,Scottish Ale,12.0 oz.,0.045,19.0,335,Fargo Brewing Company,Fargo,ND
775,2088,Hop Stalker Fresh Hop IPA,American IPA,16.0 oz.,0.07,80.0,224,Fat Head's Brewery,Middleburg Heights,OH
778,1453,Norns Roggenbier,Roggenbier,16.0 oz.,0.05,20.0,405,Fate Brewing Company,Boulder,CO
782,1731,Peaches & Cream,Fruit / Vegetable Beer,16.0 oz.,0.046,N/A,201,Fearless Brewing Company,Estacada,OR
787,2289,Mastermind,American Double / Imperial IPA,12.0 oz.,0.081,N/A,172,Fiddlehead Brewing Company,Shelburne,VT
789,1929,Second Fiddle,American Double / Imperial IPA,16.0 oz.,0.08199999999999999,80.0,172,Fiddlehead Brewing Company,Shelburne,VT
791,2591,Weiss Weiss Baby,Kristalweizen,12.0 oz.,0.045,N/A,36,Figueroa Mountain Brewing Company,Buellton,CA
796,1663,Nuclear Winter,Belgian Strong Dark Ale,16.0 oz.,0.086,N/A,256,Finch's Beer Company,Chicago,IL
8,2258,Jade,American Pale Ale (APA),12.0 oz.,0.055,N/A,177,18th Street Brewery,Gary,IN
80,2675,Pile of Face,American IPA,16.0 oz.,0.06,65.0,1,Against the Grain Brewery,Louisville,KY
806,2462,Pivo Pils,German Pilsener,12.0 oz.,0.053,N/A,48,Firestone Walker Brewing Company,Paso Robles,CA
809,2624,Deflator,Doppelbock,16.0 oz.,0.065,N/A,16,Flat 12 Bierwerks,Indianapolis,IN
815,607,Underdog Atlantic Lager,American Pale Lager,12.0 oz.,0.047,28.0,521,Flying Dog Brewery,Frederick,MD
816,2567,Flying Mouse 8,American Porter,12.0 oz.,0.04,N/A,50,Flying Mouse Brewery,Troutville,VA
822,2111,What the Butler Saw,Witbier,12.0 oz.,0.05,18.0,217,Forgotten Boardwalk,Cherry Hill,NJ
823,2110,1916 Shore Shiver,American IPA,12.0 oz.,0.069,65.0,217,Forgotten Boardwalk,Cherry Hill,NJ
826,1911,Suicide Squeeze IPA,American IPA,16.0 oz.,0.045,N/A,206,Fort George Brewery,Astoria,OR
827,1803,Java the Hop,American IPA,16.0 oz.,0.065,N/A,206,Fort George Brewery,Astoria,OR
828,1566,Next Adventure Black IPA,American Black Ale,16.0 oz.,0.062,N/A,206,Fort George Brewery,Astoria,OR
830,1214,Tender Loving Empire NWPA,American Pale Ale (APA),16.0 oz.,0.057999999999999996,N/A,206,Fort George Brewery,Astoria,OR
831,674,Quick Wit Belgianesque Ale,Witbier,16.0 oz.,0.052000000000000005,N/A,206,Fort George Brewery,Astoria,OR
84,1137,Pre Flight Pilsner,American Pilsner,16.0 oz.,0.052000000000000005,33.0,367,Airways Brewing Company,Kent,WA
842,1565,Centennial IPA,American IPA,12.0 oz.,0.07200000000000001,65.0,15,Founders Brewing Company,Grand Rapids,MI
843,1223,All Day IPA,American IPA,12.0 oz.,0.047,42.0,15,Founders Brewing Company,Grand Rapids,MI
849,2611,The 26th,American IPA,16.0 oz.,0.06,N/A,22,Four Fathers Brewing,Valparaiso,IN
854,1616,Pumpkin Porter,American Porter,12.0 oz.,0.051,N/A,160,Four Peaks Brewing Company,Tempe,AZ
855,1585,Four Peaks Peach Ale,Fruit / Vegetable Beer,12.0 oz.,0.042,9.0,160,Four Peaks Brewing Company,Tempe,AZ
857,179,Kilt Lifter Scottish-Style Ale (2009),Scottish Ale,12.0 oz.,0.06,21.0,160,Four Peaks Brewing Company,Tempe,AZ
868,2525,Pinata Protest,Witbier,12.0 oz.,0.06,N/A,66,Freetail Brewing Company,San Antonio,TX
869,2524,Bat Outta Helles,Munich Helles Lager,12.0 oz.,0.042,20.0,66,Freetail Brewing Company,San Antonio,TX
870,2523,Original,American Amber / Red Ale,12.0 oz.,0.068,N/A,66,Freetail Brewing Company,San Antonio,TX
88,1921,Freeride APA,American Pale Ale (APA),12.0 oz.,0.053,40.0,270,Alaskan Brewing Company,Juneau,AK
892,1777,2020 IPA,American IPA,16.0 oz.,0.07400000000000001,74.0,240,Golden Road Brewing,Los Angeles,CA
893,1698,Wolf Among Weeds IPA,American IPA,16.0 oz.,0.08,70.0,240,Golden Road Brewing,Los Angeles,CA
900,991,Get Up Offa That Brown,American Brown Ale,16.0 oz.,0.055,20.0,240,Golden Road Brewing,Los Angeles,CA
901,750,Burning Bush Smoked IPA,American IPA,16.0 oz.,0.08,70.0,240,Golden Road Brewing,Los Angeles,CA
902,749,Wolf Among Weeds IPA (2012),American IPA,16.0 oz.,0.08,70.0,240,Golden Road Brewing,Los Angeles,CA
903,549,Point the Way IPA (2012),American IPA,16.0 oz.,0.059000000000000004,60.0,240,Golden Road Brewing,Los Angeles,CA
907,1108,Sweet As Pacific Ale,American Pale Wheat Ale,12.0 oz.,0.06,18.0,464,Good Life Brewing Company,Bend,OR
910,311,Coffee Oatmeal Stout,Oatmeal Stout,12.0 oz.,0.06,54.0,478,Good People Brewing Company,Birmingham,AL
914,2198,Goose Island India Pale Ale,American IPA,12.0 oz.,0.059000000000000004,55.0,196,Goose Island Brewery Company,Chicago,IL
915,2457,312 Urban Pale Ale,American Pale Ale (APA),16.0 oz.,0.054000000000000006,30.0,88,Goose Island Brewing Company,Chicago,IL
921,477,White Water Wheat,American Pale Wheat Ale,12.0 oz.,0.05,N/A,536,Grand Canyon Brewing Company,Williams,AZ
924,142,Black Iron India Pale Ale,American IPA,12.0 oz.,,N/A,536,Grand Canyon Brewing Company,Williams,AZ
925,2129,Monarch Classic American Wheat,American Pale Wheat Ale,12.0 oz.,0.043,21.0,213,Grapevine Craft Brewery,Farmers Branch,TX
926,2127,Sir William's English Brown Ale,English Brown Ale,12.0 oz.,0.049,21.0,213,Grapevine Craft Brewery,Farmers Branch,TX
927,2126,Lakefire Rye Pale Ale,American Pale Ale (APA),12.0 oz.,0.055,35.0,213,Grapevine Craft Brewery,Farmers Branch,TX
928,2303,Beer Agent Re-Ignition,American Blonde Ale,16.0 oz.,0.053,22.0,165,Great Crescent Brewery,Aurora,IN
931,1701,Great Crescent IPA,American IPA,16.0 oz.,0.062,60.0,165,Great Crescent Brewery,Aurora,IN
933,1699,Great Crescent Blonde Ale,American Blonde Ale,16.0 oz.,0.053,22.0,165,Great Crescent Brewery,Aurora,IN
934,1269,Great Crescent Coconut Porter,American Porter,16.0 oz.,0.055999999999999994,33.0,165,Great Crescent Brewery,Aurora,IN
937,639,Cherry Ale (1),Fruit / Vegetable Beer,16.0 oz.,0.057,18.0,165,Great Crescent Brewery,Aurora,IN
945,439,Great Crescent Mild Ale,English Dark Mild Ale,16.0 oz.,0.042,26.0,165,Great Crescent Brewery,Aurora,IN
953,2645,Lasso,American IPA,12.0 oz.,0.05,N/A,6,Great Divide Brewing Company,Denver,CO
956,2642,Titan IPA,American IPA,12.0 oz.,0.071,N/A,6,Great Divide Brewing Company,Denver,CO
964,1275,Dirty Blonde Chocolate Ale,American Blonde Ale,12.0 oz.,0.048,N/A,365,Great River Brewery,Davenport,IA
968,865,Widespread Wit,Witbier,16.0 oz.,0.055,10.0,365,Great River Brewery,Davenport,IA
970,863,483 Pale Ale,American Pale Ale (APA),16.0 oz.,0.053,48.0,365,Great River Brewery,Davenport,IA
975,517,40th Annual Bix Street Fest Copper Ale (Current),American Amber / Red Ale,16.0 oz.,0.048,25.0,365,Great River Brewery,Davenport,IA
99,2103,California Lager,American Amber / Red Lager,12.0 oz.,0.049,N/A,35,Anchor Brewing Company,San Francisco,CA
991,2375,Mr. Blue Sky,American Pale Wheat Ale,16.0 oz.,0.045,6.0,124,Griffin Claw Brewing Company,Birmingham,MI
1059,1833,Hop Farm IPA,American IPA,12.0 oz,0.057999999999999996%,45.0,297,Hop Farm Brewing Company,Pittsburgh PA,
1137,1254,JP's Ould Sod Irish Red IPA,American IPA,12.0 oz,0.06%,N/A,32,James Page Brewing Company,Stevens Point WI,
1203,473,Lewis & Clark Amber Ale,American Amber / Red Ale,12.0 oz,0.05%,N/A,537,Lewis and Clark Brewing Company,Helena MT,
1480,646,Nut Brown Ale,English Brown Ale,12.0 oz,0.054000000000000006%,N/A,518,New South Brewing Company,Myrtle Beach SC,
2135,1082,RecreationAle,American Pale Ale (APA),12.0 oz,0.047%,42.0,469,Terrapin Brewing Company,Athens GA,
2319,1845,Green Monsta IPA,American IPA,12.0 oz,0.06%,55.0,295,Wachusett Brewing Company,Westminster MA,
2370,2253,Blonde Hunny,Belgian Pale Ale,12.0 oz,0.068%,21.0,181,Wild Wolf Brewing Company,Nellysford VA,
309,1812,Quarter Mile Double IPA,American Double / Imperial IPA,12.0 oz,0.08%,80.0,304,Blue Hills Brewery,Canton MA,
584,1933,Missile IPA,American IPA,12.0 oz,0.07%,65.0,236,Champion Brewing Company,Charlottesville VA,
952,2646,Orabelle,Tripel,12.0 oz,0.083%,N/A,6,Great Divide Brewing Company,Denver CO,
1026,769,Harpoon Summer Beer (2012),Kölsch,12.0 oz,0.05%,28.0,234,Harpoon Brewery,Boston,MA
1029,126,Harpoon IPA (2010),American IPA,12.0 oz,0.059000000000000004%,42.0,234,Harpoon Brewery,Boston,MA
1033,2182,Sunset Amber,American Pale Ale (APA),12.0 oz,0.054000000000000006%,N/A,204,Hawai'i Nui Brewing Co.,Hilo,HI
1038,1894,Pt. Bonita Rustic Lager,American Pale Lager,16.0 oz,0.062%,40.0,280,Headlands Brewing Company,Mill Valley,CA
1041,989,AARGHtoberfest!,Märzen / Oktoberfest,12.0 oz,0.06%,30.0,479,Heavy Seas Beer,Halethorpe,MD
1044,1346,Habitus IPA,American IPA,16.0 oz,0.08%,86.0,423,Hess Brewing Company,San Diego,CA
1055,496,Hilliard's Saison,Saison / Farmhouse Ale,16.0 oz,0.066%,30.0,362,Hilliard's Beer,Seattle,WA
1074,2482,Totally Radler,Radler,16.0 oz,0.027000000000000003%,21.0,80,Hopworks Urban Brewery,Portland,OR
1082,2393,Nonstop Hef Hop,American Pale Wheat Ale,16.0 oz,0.039%,20.0,80,Hopworks Urban Brewery,Portland,OR
1084,2391,Nonstop Hef Hop,American Pale Wheat Ale,16.0 oz,0.039%,20.0,80,Hopworks Urban Brewery,Portland,OR
1086,2389,Nonstop Hef Hop,American Pale Wheat Ale,16.0 oz,0.039%,20.0,80,Hopworks Urban Brewery,Portland,OR
1101,1903,Let It Ride IPA,American IPA,12.0 oz,0.068%,90.0,277,Indeed Brewing Company,Minneapolis,MN
1106,728,Day Tripper Pale Ale,American Pale Ale (APA),12.0 oz,0.054000000000000006%,45.0,277,Indeed Brewing Company,Minneapolis,MN
1110,2609,Tribute,American Pale Ale (APA),12.0 oz,0.057999999999999996%,58.0,23,Indiana City Brewing,Indianapolis,IN
113,572,Barney Flats Oatmeal Stout (2012),Oatmeal Stout,12.0 oz,0.057%,13.0,171,Anderson Valley Brewing Company,Boonville,CA
1139,469,Fox Tail Gluten Free Ale,American Pale Ale (APA),12.0 oz,0.05%,50.0,233,Joseph James Brewing Company,Henderson,NV
1140,468,Hop Box Imperial IPA,American Double / Imperial IPA,12.0 oz,0.09300000000000001%,90.0,233,Joseph James Brewing Company,Henderson,NV
1153,463,Hopadillo India Pale Ale,American IPA,12.0 oz,0.066%,70.0,125,Karbach Brewing Company,Houston,TX
1157,1193,Skilak Scottish Ale,Scottish Ale,12.0 oz,0.057999999999999996%,N/A,458,Kenai River Brewing Company,Soldotna,AK
1172,58,Pick Axe Blonde Ale,American Blonde Ale,12.0 oz,,N/A,84,Keweenaw Brewing Company,Houghton,MI
1182,1220,Longboard Island Lager,American Amber / Red Lager,16.0 oz,0.046%,18.0,439,Kona Brewing Company,Kona,HI
1193,2492,Schoolhouse Honey,American Amber / Red Ale,12.0 oz,0.05%,N/A,59,Latitude 42 Brewing Company,Portage,MI
120,410,River Pig Pale Ale,American Pale Ale (APA),16.0 oz,0.054000000000000006%,N/A,542,Angry Minnow Brewing Company,Hayward,WI
1213,2332,Deadeye Jack,American Porter,12.0 oz,0.06%,N/A,149,Lonerider Brewing Company,Raleigh,NC
1214,2330,Pistols at Dawn,American Stout,16.0 oz,0.075%,N/A,149,Lonerider Brewing Company,Raleigh,NC
1223,2584,Gose,Gose,16.0 oz,0.046%,8.0,41,Lost Nation Brewing,East Fairfield,VT
1264,1484,Summer Paradise,American Pale Wheat Ale,12.0 oz,0.05%,18.0,356,Manayunk Brewing Company,Philadelphia,PA
